"file","group","model","scorer","mean","median"
"derby-10.2.1.6",3,"RF","Gmean",0.8,0.8
"derby-10.2.1.6",4,"RF","ACC",0.79,0.79
"derby-10.2.1.6",4,"RF","BAL_ACC",0.79,0.79
"derby-10.2.1.6",2,"RF","AUC",0.81,0.81
"derby-10.2.1.6",3,"RF","F1",0.8,0.8
"derby-10.2.1.6",4,"RF","F1_W",0.79,0.79
"derby-10.2.1.6",1,"KNN","MCC",0.83,0.83
"derby-10.2.1.6",3,"KNN","LogLoss",0.79,0.79
"derby-10.2.1.6",2,"KNN","Gmean",0.81,0.81
"derby-10.2.1.6",1,"KNN","ACC",0.83,0.83
"derby-10.2.1.6",1,"KNN","BAL_ACC",0.83,0.83
"derby-10.2.1.6",1,"KNN","AUC",0.83,0.83
"derby-10.2.1.6",2,"KNN","F1",0.81,0.81
"derby-10.2.1.6",1,"KNN","F1_W",0.83,0.83
"derby-10.3.1.4",4,"DT","MCC",0.74,0.74
"derby-10.3.1.4",3,"DT","LogLoss",0.75,0.75
"derby-10.3.1.4",2,"DT","Gmean",0.76,0.76
"derby-10.3.1.4",5,"DT","ACC",0.58,0.58
"derby-10.3.1.4",1,"DT","BAL_ACC",0.77,0.77
"derby-10.3.1.4",2,"DT","AUC",0.76,0.76
"derby-10.3.1.4",3,"DT","F1",0.75,0.75
"derby-10.3.1.4",5,"DT","F1_W",0.58,0.58
"derby-10.3.1.4",2,"RF","MCC",0.82,0.82
"derby-10.3.1.4",2,"RF","LogLoss",0.82,0.82
"derby-10.3.1.4",4,"RF","Gmean",0.8,0.8
"derby-10.3.1.4",5,"RF","ACC",0.58,0.58
"derby-10.3.1.4",3,"RF","BAL_ACC",0.81,0.81
"derby-10.3.1.4",2,"RF","AUC",0.82,0.82
"derby-10.3.1.4",2,"RF","F1",0.82,0.82
"derby-10.3.1.4",1,"RF","F1_W",0.83,0.83
"derby-10.3.1.4",3,"KNN","MCC",0.79,0.79
"derby-10.3.1.4",2,"KNN","LogLoss",0.81,0.81
"derby-10.3.1.4",3,"KNN","Gmean",0.79,0.79
"derby-10.3.1.4",1,"KNN","ACC",0.82,0.82
"derby-10.3.1.4",3,"KNN","BAL_ACC",0.79,0.79
"derby-10.3.1.4",1,"KNN","AUC",0.82,0.82
"derby-10.3.1.4",3,"KNN","F1",0.79,0.79
"derby-10.3.1.4",3,"KNN","F1_W",0.79,0.79
"activemq-5.2.0",5,"DT","MCC",0.69,0.69
"activemq-5.2.0",3,"DT","LogLoss",0.79,0.79
"activemq-5.2.0",2,"DT","Gmean",0.81,0.81
"activemq-5.2.0",5,"DT","ACC",0.69,0.69
"activemq-5.2.0",2,"DT","BAL_ACC",0.81,0.81
"activemq-5.2.0",1,"DT","AUC",0.84,0.84
"activemq-5.2.0",4,"DT","F1",0.78,0.78
"activemq-5.2.0",5,"DT","F1_W",0.69,0.69
"activemq-5.2.0",5,"RF","MCC",0.69,0.69
"activemq-5.2.0",1,"RF","LogLoss",0.85,0.85
"activemq-5.2.0",2,"RF","Gmean",0.84,0.84
"activemq-5.2.0",3,"RF","ACC",0.82,0.82
"activemq-5.2.0",1,"RF","BAL_ACC",0.85,0.85
"activemq-5.2.0",2,"RF","AUC",0.84,0.84
"activemq-5.2.0",4,"RF","F1",0.78,0.78
"activemq-5.2.0",3,"RF","F1_W",0.82,0.82
"activemq-5.2.0",2,"KNN","MCC",0.79,0.79
"activemq-5.2.0",1,"KNN","LogLoss",0.8,0.8
"activemq-5.2.0",4,"KNN","Gmean",0.65,0.65
"activemq-5.2.0",2,"KNN","ACC",0.79,0.79
"activemq-5.2.0",4,"KNN","BAL_ACC",0.65,0.65
"activemq-5.2.0",1,"KNN","AUC",0.8,0.8
"activemq-5.2.0",3,"KNN","F1",0.66,0.66
"activemq-5.2.0",2,"KNN","F1_W",0.79,0.79
"activemq-5.3.0",7,"DT","MCC",0.5,0.5
"activemq-5.3.0",1,"DT","LogLoss",0.81,0.81
"activemq-5.3.0",3,"DT","Gmean",0.77,0.77
"activemq-5.3.0",6,"DT","ACC",0.64,0.64
"activemq-5.3.0",4,"DT","BAL_ACC",0.76,0.76
"activemq-5.3.0",5,"DT","AUC",0.71,0.71
"activemq-5.3.0",2,"DT","F1",0.8,0.8
"activemq-5.3.0",2,"DT","F1_W",0.8,0.8
"activemq-5.3.0",2,"RF","MCC",0.84,0.84
"activemq-5.3.0",3,"RF","LogLoss",0.83,0.83
"activemq-5.3.0",1,"RF","Gmean",0.85,0.85
"activemq-5.3.0",4,"RF","ACC",0.5,0.5
"activemq-5.3.0",1,"RF","BAL_ACC",0.85,0.85
"activemq-5.3.0",2,"RF","AUC",0.84,0.84
"activemq-5.3.0",3,"RF","F1",0.83,0.83
"activemq-5.3.0",4,"RF","F1_W",0.5,0.5
"activemq-5.3.0",2,"KNN","MCC",0.74,0.74
"activemq-5.3.0",3,"KNN","LogLoss",0.73,0.73
"activemq-5.3.0",5,"KNN","Gmean",0.65,0.65
"activemq-5.3.0",2,"KNN","ACC",0.74,0.74
"activemq-5.3.0",5,"KNN","BAL_ACC",0.65,0.65
"activemq-5.3.0",3,"KNN","AUC",0.73,0.73
"activemq-5.3.0",4,"KNN","F1",0.71,0.71
"activemq-5.3.0",1,"KNN","F1_W",0.78,0.78
"groovy-1_5_7",3,"DT","MCC",0.65,0.65
"groovy-1_5_7",1,"DT","LogLoss",0.76,0.76
"groovy-1_5_7",6,"DT","Gmean",0.56,0.56
"groovy-1_5_7",7,"DT","ACC",0.5,0.5
"groovy-1_5_7",5,"DT","BAL_ACC",0.6,0.6
"groovy-1_5_7",2,"DT","AUC",0.71,0.71
"groovy-1_5_7",4,"DT","F1",0.61,0.61
"groovy-1_5_7",7,"DT","F1_W",0.5,0.5
"groovy-1_5_7",5,"RF","MCC",0.75,0.75
"groovy-1_5_7",6,"RF","LogLoss",0.72,0.72
"groovy-1_5_7",2,"RF","Gmean",0.8,0.8
"groovy-1_5_7",8,"RF","ACC",0.5,0.5
"groovy-1_5_7",3,"RF","BAL_ACC",0.79,0.79
"groovy-1_5_7",1,"RF","AUC",0.81,0.81
"groovy-1_5_7",7,"RF","F1",0.69,0.69
"groovy-1_5_7",4,"RF","F1_W",0.77,0.77
"groovy-1_5_7",4,"KNN","MCC",0.66,0.66
"groovy-1_5_7",1,"KNN","LogLoss",0.78,0.78
"groovy-1_5_7",5,"KNN","Gmean",0.62,0.62
"groovy-1_5_7",4,"KNN","ACC",0.66,0.66
"groovy-1_5_7",5,"KNN","BAL_ACC",0.62,0.62
"groovy-1_5_7",2,"KNN","AUC",0.76,0.76
"groovy-1_5_7",3,"KNN","F1",0.67,0.67
"groovy-1_5_7",3,"KNN","F1_W",0.67,0.67
"groovy-1_6_BETA_1",4,"DT","MCC",0.71,0.71
"groovy-1_6_BETA_1",1,"DT","LogLoss",0.8,0.8
"groovy-1_6_BETA_1",3,"DT","Gmean",0.73,0.73
"groovy-1_6_BETA_1",7,"DT","ACC",0.54,0.54
"groovy-1_6_BETA_1",4,"DT","BAL_ACC",0.71,0.71
"groovy-1_6_BETA_1",2,"DT","AUC",0.78,0.78
"groovy-1_6_BETA_1",6,"DT","F1",0.62,0.62
"groovy-1_6_BETA_1",5,"DT","F1_W",0.63,0.63
"groovy-1_6_BETA_1",1,"RF","MCC",0.88,0.88
"groovy-1_6_BETA_1",2,"RF","LogLoss",0.86,0.86
"groovy-1_6_BETA_1",2,"RF","Gmean",0.86,0.86
"groovy-1_6_BETA_1",4,"RF","ACC",0.5,0.5
"groovy-1_6_BETA_1",2,"RF","BAL_ACC",0.86,0.86
"groovy-1_6_BETA_1",3,"RF","AUC",0.84,0.84
"groovy-1_6_BETA_1",1,"RF","F1",0.88,0.88
"groovy-1_6_BETA_1",4,"RF","F1_W",0.5,0.5
"groovy-1_6_BETA_1",4,"KNN","MCC",0.68,0.68
"groovy-1_6_BETA_1",3,"KNN","LogLoss",0.78,0.78
"groovy-1_6_BETA_1",4,"KNN","Gmean",0.68,0.68
"groovy-1_6_BETA_1",1,"KNN","ACC",0.84,0.84
"groovy-1_6_BETA_1",4,"KNN","BAL_ACC",0.68,0.68
"groovy-1_6_BETA_1",1,"KNN","AUC",0.84,0.84
"groovy-1_6_BETA_1",4,"KNN","F1",0.68,0.68
"groovy-1_6_BETA_1",2,"KNN","F1_W",0.8,0.8
"hbase-0.94.0",2,"DT","MCC",0.69,0.69
"hbase-0.94.0",2,"DT","LogLoss",0.69,0.69
"hbase-0.94.0",1,"DT","Gmean",0.7,0.7
"hbase-0.94.0",2,"DT","ACC",0.69,0.69
"hbase-0.94.0",4,"DT","BAL_ACC",0.64,0.64
"hbase-0.94.0",3,"DT","AUC",0.68,0.68
"hbase-0.94.0",4,"DT","F1",0.64,0.64
"hbase-0.94.0",4,"DT","F1_W",0.64,0.64
"hbase-0.94.0",4,"RF","MCC",0.69,0.69
"hbase-0.94.0",2,"RF","LogLoss",0.72,0.72
"hbase-0.94.0",2,"RF","Gmean",0.72,0.72
"hbase-0.94.0",3,"RF","ACC",0.71,0.71
"hbase-0.94.0",3,"RF","BAL_ACC",0.71,0.71
"hbase-0.94.0",1,"RF","AUC",0.73,0.73
"hbase-0.94.0",5,"RF","F1",0.64,0.64
"hbase-0.94.0",4,"RF","F1_W",0.69,0.69
"hbase-0.94.0",3,"KNN","MCC",0.63,0.63
"hbase-0.94.0",1,"KNN","LogLoss",0.67,0.67
"hbase-0.94.0",4,"KNN","Gmean",0.55,0.55
"hbase-0.94.0",2,"KNN","ACC",0.66,0.66
"hbase-0.94.0",4,"KNN","BAL_ACC",0.55,0.55
"hbase-0.94.0",1,"KNN","AUC",0.67,0.67
"hbase-0.94.0",3,"KNN","F1",0.63,0.63
"hbase-0.94.0",3,"KNN","F1_W",0.63,0.63
"hbase-0.95.0",1,"DT","MCC",0.68,0.68
"hbase-0.95.0",3,"DT","LogLoss",0.66,0.66
"hbase-0.95.0",1,"DT","Gmean",0.68,0.68
"hbase-0.95.0",2,"DT","ACC",0.67,0.67
"hbase-0.95.0",4,"DT","BAL_ACC",0.65,0.65
"hbase-0.95.0",2,"DT","AUC",0.67,0.67
"hbase-0.95.0",2,"DT","F1",0.67,0.67
"hbase-0.95.0",2,"DT","F1_W",0.67,0.67
"hbase-0.95.0",3,"RF","MCC",0.69,0.69
"hbase-0.95.0",3,"RF","LogLoss",0.69,0.69
"hbase-0.95.0",1,"RF","Gmean",0.71,0.71
"hbase-0.95.0",4,"RF","ACC",0.5,0.5
"hbase-0.95.0",2,"RF","BAL_ACC",0.7,0.7
"hbase-0.95.0",2,"RF","AUC",0.7,0.7
"hbase-0.95.0",2,"RF","F1",0.7,0.7
"hbase-0.95.0",3,"RF","F1_W",0.69,0.69
"hbase-0.95.0",2,"KNN","MCC",0.68,0.68
"hbase-0.95.0",2,"KNN","LogLoss",0.68,0.68
"hbase-0.95.0",4,"KNN","Gmean",0.65,0.65
"hbase-0.95.0",2,"KNN","ACC",0.68,0.68
"hbase-0.95.0",3,"KNN","BAL_ACC",0.67,0.67
"hbase-0.95.0",1,"KNN","AUC",0.69,0.69
"hbase-0.95.0",3,"KNN","F1",0.67,0.67
"hbase-0.95.0",2,"KNN","F1_W",0.68,0.68
"hive-0.10.0",4,"DT","MCC",0.74,0.74
"hive-0.10.0",1,"DT","LogLoss",0.83,0.83
"hive-0.10.0",5,"DT","Gmean",0.72,0.72
"hive-0.10.0",3,"DT","ACC",0.75,0.75
"hive-0.10.0",5,"DT","BAL_ACC",0.72,0.72
"hive-0.10.0",2,"DT","AUC",0.82,0.82
"hive-0.10.0",3,"DT","F1",0.75,0.75
"hive-0.10.0",3,"DT","F1_W",0.75,0.75
"hive-0.10.0",2,"RF","MCC",0.81,0.81
"hive-0.10.0",1,"RF","LogLoss",0.82,0.82
"hive-0.10.0",3,"RF","Gmean",0.8,0.8
"hive-0.10.0",1,"RF","ACC",0.82,0.82
"hive-0.10.0",3,"RF","BAL_ACC",0.8,0.8
"hive-0.10.0",2,"RF","AUC",0.81,0.81
"hive-0.10.0",2,"RF","F1",0.81,0.81
"hive-0.10.0",2,"RF","F1_W",0.81,0.81
"hive-0.10.0",2,"KNN","MCC",0.72,0.72
"hive-0.10.0",3,"KNN","LogLoss",0.7,0.7
"hive-0.10.0",4,"KNN","Gmean",0.66,0.66
"hive-0.10.0",3,"KNN","ACC",0.7,0.7
"hive-0.10.0",2,"KNN","BAL_ACC",0.72,0.72
"hive-0.10.0",1,"KNN","AUC",0.75,0.75
"hive-0.10.0",2,"KNN","F1",0.72,0.72
"hive-0.10.0",2,"KNN","F1_W",0.72,0.72
"hive-0.9.0",4,"DT","MCC",0.71,0.71
"hive-0.9.0",3,"DT","LogLoss",0.76,0.76
"hive-0.9.0",4,"DT","Gmean",0.71,0.71
"hive-0.9.0",4,"DT","ACC",0.71,0.71
"hive-0.9.0",2,"DT","BAL_ACC",0.78,0.78
"hive-0.9.0",1,"DT","AUC",0.8,0.8
"hive-0.9.0",3,"DT","F1",0.76,0.76
"hive-0.9.0",4,"DT","F1_W",0.71,0.71
"hive-0.9.0",2,"RF","MCC",0.82,0.82
"hive-0.9.0",1,"RF","LogLoss",0.83,0.83
"hive-0.9.0",2,"RF","Gmean",0.82,0.82
"hive-0.9.0",2,"RF","ACC",0.82,0.82
"hive-0.9.0",4,"RF","BAL_ACC",0.8,0.8
"hive-0.9.0",1,"RF","AUC",0.83,0.83
"hive-0.9.0",2,"RF","F1",0.82,0.82
"hive-0.9.0",3,"RF","F1_W",0.81,0.81
"hive-0.9.0",2,"KNN","MCC",0.79,0.79
"hive-0.9.0",2,"KNN","LogLoss",0.79,0.79
"hive-0.9.0",3,"KNN","Gmean",0.68,0.68
"hive-0.9.0",2,"KNN","ACC",0.79,0.79
"hive-0.9.0",2,"KNN","BAL_ACC",0.79,0.79
"hive-0.9.0",1,"KNN","AUC",0.82,0.82
"hive-0.9.0",2,"KNN","F1",0.79,0.79
"hive-0.9.0",2,"KNN","F1_W",0.79,0.79
"jruby-1.1",2,"DT","MCC",0.71,0.71
"jruby-1.1",3,"DT","LogLoss",0.69,0.69
"jruby-1.1",2,"DT","Gmean",0.71,0.71
"jruby-1.1",4,"DT","ACC",0.55,0.55
"jruby-1.1",2,"DT","BAL_ACC",0.71,0.71
"jruby-1.1",1,"DT","AUC",0.77,0.77
"jruby-1.1",2,"DT","F1",0.71,0.71
"jruby-1.1",1,"DT","F1_W",0.77,0.77
"jruby-1.1",2,"RF","MCC",0.81,0.81
"jruby-1.1",3,"RF","LogLoss",0.8,0.8
"jruby-1.1",1,"RF","Gmean",0.82,0.82
"jruby-1.1",4,"RF","ACC",0.76,0.76
"jruby-1.1",2,"RF","BAL_ACC",0.81,0.81
"jruby-1.1",1,"RF","AUC",0.82,0.82
"jruby-1.1",3,"RF","F1",0.8,0.8
"jruby-1.1",3,"RF","F1_W",0.8,0.8
"jruby-1.1",2,"KNN","MCC",0.76,0.76
"jruby-1.1",1,"KNN","LogLoss",0.77,0.77
"jruby-1.1",2,"KNN","Gmean",0.76,0.76
"jruby-1.1",2,"KNN","ACC",0.76,0.76
"jruby-1.1",2,"KNN","BAL_ACC",0.76,0.76
"jruby-1.1",1,"KNN","AUC",0.77,0.77
"jruby-1.1",2,"KNN","F1",0.76,0.76
"jruby-1.1",2,"KNN","F1_W",0.76,0.76
"jruby-1.4.0",4,"DT","MCC",0.79,0.79
"jruby-1.4.0",3,"DT","LogLoss",0.82,0.82
"jruby-1.4.0",5,"DT","Gmean",0.78,0.78
"jruby-1.4.0",6,"DT","ACC",0.76,0.76
"jruby-1.4.0",4,"DT","BAL_ACC",0.79,0.79
"jruby-1.4.0",1,"DT","AUC",0.87,0.87
"jruby-1.4.0",2,"DT","F1",0.84,0.84
"jruby-1.4.0",6,"DT","F1_W",0.76,0.76
"jruby-1.4.0",2,"RF","MCC",0.88,0.88
"jruby-1.4.0",1,"RF","LogLoss",0.89,0.89
"jruby-1.4.0",2,"RF","Gmean",0.88,0.88
"jruby-1.4.0",1,"RF","ACC",0.89,0.89
"jruby-1.4.0",4,"RF","BAL_ACC",0.85,0.85
"jruby-1.4.0",1,"RF","AUC",0.89,0.89
"jruby-1.4.0",1,"RF","F1",0.89,0.89
"jruby-1.4.0",3,"RF","F1_W",0.87,0.87
"jruby-1.4.0",1,"KNN","MCC",0.88,0.88
"jruby-1.4.0",1,"KNN","LogLoss",0.88,0.88
"jruby-1.4.0",3,"KNN","Gmean",0.82,0.82
"jruby-1.4.0",1,"KNN","ACC",0.88,0.88
"jruby-1.4.0",3,"KNN","BAL_ACC",0.82,0.82
"jruby-1.4.0",1,"KNN","AUC",0.88,0.88
"jruby-1.4.0",2,"KNN","F1",0.83,0.83
"jruby-1.4.0",1,"KNN","F1_W",0.88,0.88
"jruby-1.5.0",3,"DT","MCC",0.79,0.79
"jruby-1.5.0",2,"DT","LogLoss",0.82,0.82
"jruby-1.5.0",3,"DT","Gmean",0.79,0.79
"jruby-1.5.0",5,"DT","ACC",0.61,0.61
"jruby-1.5.0",3,"DT","BAL_ACC",0.79,0.79
"jruby-1.5.0",1,"DT","AUC",0.85,0.85
"jruby-1.5.0",6,"DT","F1",0.54,0.54
"jruby-1.5.0",4,"DT","F1_W",0.66,0.66
"jruby-1.5.0",1,"RF","MCC",0.87,0.87
"jruby-1.5.0",1,"RF","LogLoss",0.87,0.87
"jruby-1.5.0",2,"RF","Gmean",0.85,0.85
"jruby-1.5.0",3,"RF","ACC",0.5,0.5
"jruby-1.5.0",1,"RF","BAL_ACC",0.87,0.87
"jruby-1.5.0",1,"RF","AUC",0.87,0.87
"jruby-1.5.0",1,"RF","F1",0.87,0.87
"jruby-1.5.0",3,"RF","F1_W",0.5,0.5
"jruby-1.5.0",2,"KNN","MCC",0.83,0.83
"jruby-1.5.0",3,"KNN","LogLoss",0.79,0.79
"jruby-1.5.0",5,"KNN","Gmean",0.75,0.75
"jruby-1.5.0",6,"KNN","ACC",0.74,0.74
"jruby-1.5.0",4,"KNN","BAL_ACC",0.76,0.76
"jruby-1.5.0",1,"KNN","AUC",0.85,0.85
"jruby-1.5.0",2,"KNN","F1",0.83,0.83
"jruby-1.5.0",6,"KNN","F1_W",0.74,0.74
"lucene-2.3.0",2,"DT","MCC",0.71,0.71
"lucene-2.3.0",5,"DT","LogLoss",0.65,0.65
"lucene-2.3.0",4,"DT","Gmean",0.67,0.67
"lucene-2.3.0",3,"DT","ACC",0.68,0.68
"lucene-2.3.0",6,"DT","BAL_ACC",0.62,0.62
"lucene-2.3.0",1,"DT","AUC",0.72,0.72
"lucene-2.3.0",6,"DT","F1",0.62,0.62
"lucene-2.3.0",4,"DT","F1_W",0.67,0.67
"lucene-2.3.0",5,"RF","MCC",0.74,0.74
"lucene-2.3.0",1,"RF","LogLoss",0.78,0.78
"lucene-2.3.0",4,"RF","Gmean",0.75,0.75
"lucene-2.3.0",6,"RF","ACC",0.71,0.71
"lucene-2.3.0",7,"RF","BAL_ACC",0.68,0.68
"lucene-2.3.0",2,"RF","AUC",0.77,0.77
"lucene-2.3.0",3,"RF","F1",0.76,0.76
"lucene-2.3.0",3,"RF","F1_W",0.76,0.76
"lucene-2.3.0",4,"KNN","MCC",0.75,0.75
"lucene-2.3.0",1,"KNN","LogLoss",0.79,0.79
"lucene-2.3.0",5,"KNN","Gmean",0.67,0.67
"lucene-2.3.0",4,"KNN","ACC",0.75,0.75
"lucene-2.3.0",3,"KNN","BAL_ACC",0.76,0.76
"lucene-2.3.0",2,"KNN","AUC",0.78,0.78
"lucene-2.3.0",3,"KNN","F1",0.76,0.76
"lucene-2.3.0",4,"KNN","F1_W",0.75,0.75
"lucene-2.9.0",1,"DT","MCC",0.79,0.79
"lucene-2.9.0",3,"DT","LogLoss",0.77,0.77
"lucene-2.9.0",2,"DT","Gmean",0.78,0.78
"lucene-2.9.0",6,"DT","ACC",0.5,0.5
"lucene-2.9.0",2,"DT","BAL_ACC",0.78,0.78
"lucene-2.9.0",1,"DT","AUC",0.79,0.79
"lucene-2.9.0",5,"DT","F1",0.7,0.7
"lucene-2.9.0",4,"DT","F1_W",0.75,0.75
"lucene-2.9.0",2,"RF","MCC",0.88,0.88
"lucene-2.9.0",1,"RF","LogLoss",0.89,0.89
"lucene-2.9.0",3,"RF","Gmean",0.85,0.85
"lucene-2.9.0",5,"RF","ACC",0.5,0.5
"lucene-2.9.0",4,"RF","BAL_ACC",0.84,0.84
"lucene-2.9.0",1,"RF","AUC",0.89,0.89
"lucene-2.9.0",2,"RF","F1",0.88,0.88
"lucene-2.9.0",1,"RF","F1_W",0.89,0.89
"lucene-2.9.0",5,"KNN","MCC",0.81,0.81
"lucene-2.9.0",2,"KNN","LogLoss",0.87,0.87
"lucene-2.9.0",3,"KNN","Gmean",0.85,0.85
"lucene-2.9.0",4,"KNN","ACC",0.83,0.83
"lucene-2.9.0",3,"KNN","BAL_ACC",0.85,0.85
"lucene-2.9.0",1,"KNN","AUC",0.9,0.9
"lucene-2.9.0",3,"KNN","F1",0.85,0.85
"lucene-2.9.0",1,"KNN","F1_W",0.9,0.9
"lucene-3.0.0",1,"DT","MCC",0.72,0.72
"lucene-3.0.0",5,"DT","LogLoss",0.65,0.65
"lucene-3.0.0",2,"DT","Gmean",0.71,0.71
"lucene-3.0.0",7,"DT","ACC",0.59,0.59
"lucene-3.0.0",4,"DT","BAL_ACC",0.69,0.69
"lucene-3.0.0",3,"DT","AUC",0.7,0.7
"lucene-3.0.0",3,"DT","F1",0.7,0.7
"lucene-3.0.0",6,"DT","F1_W",0.64,0.64
"lucene-3.0.0",1,"RF","MCC",0.77,0.77
"lucene-3.0.0",1,"RF","LogLoss",0.77,0.77
"lucene-3.0.0",1,"RF","Gmean",0.77,0.77
"lucene-3.0.0",4,"RF","ACC",0.5,0.5
"lucene-3.0.0",2,"RF","BAL_ACC",0.76,0.76
"lucene-3.0.0",1,"RF","AUC",0.77,0.77
"lucene-3.0.0",3,"RF","F1",0.75,0.75
"lucene-3.0.0",4,"RF","F1_W",0.5,0.5
"lucene-3.0.0",3,"KNN","MCC",0.7,0.7
"lucene-3.0.0",1,"KNN","LogLoss",0.72,0.72
"lucene-3.0.0",4,"KNN","Gmean",0.55,0.55
"lucene-3.0.0",3,"KNN","ACC",0.7,0.7
"lucene-3.0.0",4,"KNN","BAL_ACC",0.55,0.55
"lucene-3.0.0",2,"KNN","AUC",0.71,0.71
"lucene-3.0.0",4,"KNN","F1",0.55,0.55
"lucene-3.0.0",3,"KNN","F1_W",0.7,0.7
"wicket-1.3.0-beta2",5,"DT","MCC",0.76,0.76
"wicket-1.3.0-beta2",3,"DT","LogLoss",0.79,0.79
"wicket-1.3.0-beta2",6,"DT","Gmean",0.75,0.75
"wicket-1.3.0-beta2",7,"DT","ACC",0.58,0.58
"wicket-1.3.0-beta2",6,"DT","BAL_ACC",0.75,0.75
"wicket-1.3.0-beta2",1,"DT","AUC",0.82,0.82
"wicket-1.3.0-beta2",4,"DT","F1",0.78,0.78
"wicket-1.3.0-beta2",2,"DT","F1_W",0.81,0.81
"wicket-1.3.0-beta2",2,"RF","MCC",0.83,0.83
"wicket-1.3.0-beta2",2,"RF","LogLoss",0.83,0.83
"wicket-1.3.0-beta2",3,"RF","Gmean",0.81,0.81
"wicket-1.3.0-beta2",5,"RF","ACC",0.5,0.5
"wicket-1.3.0-beta2",4,"RF","BAL_ACC",0.75,0.75
"wicket-1.3.0-beta2",1,"RF","AUC",0.84,0.84
"wicket-1.3.0-beta2",2,"RF","F1",0.83,0.83
"wicket-1.3.0-beta2",5,"RF","F1_W",0.5,0.5
"wicket-1.3.0-beta2",3,"KNN","MCC",0.55,0.55
"wicket-1.3.0-beta2",2,"KNN","LogLoss",0.69,0.69
"wicket-1.3.0-beta2",4,"KNN","Gmean",0.53,0.53
"wicket-1.3.0-beta2",1,"KNN","ACC",0.71,0.71
"wicket-1.3.0-beta2",4,"KNN","BAL_ACC",0.53,0.53
"wicket-1.3.0-beta2",2,"KNN","AUC",0.69,0.69
"wicket-1.3.0-beta2",5,"KNN","F1",0.52,0.52
"wicket-1.3.0-beta2",3,"KNN","F1_W",0.55,0.55
"wicket-1.3.0-incubating-beta-1",4,"DT","MCC",0.73,0.73
