"file","group","model","scorer","mean","median"
"groovy-1_5_7",2,"KNN","F1",0.23,0.23
"groovy-1_5_7",3,"KNN","F1_W",0.15,0.15
"groovy-1_6_BETA_1",3,"DT","MCC",0.41,0.41
"groovy-1_6_BETA_1",2,"DT","LogLoss",0.42,0.42
"groovy-1_6_BETA_1",3,"DT","Gmean",0.41,0.41
"groovy-1_6_BETA_1",6,"DT","ACC",0.16,0.16
"groovy-1_6_BETA_1",3,"DT","BAL_ACC",0.41,0.41
"groovy-1_6_BETA_1",1,"DT","AUC",0.46,0.46
"groovy-1_6_BETA_1",4,"DT","F1",0.31,0.31
"groovy-1_6_BETA_1",5,"DT","F1_W",0.29,0.29
"groovy-1_6_BETA_1",1,"RF","MCC",0.43,0.43
"groovy-1_6_BETA_1",3,"RF","LogLoss",0.4,0.4
"groovy-1_6_BETA_1",2,"RF","Gmean",0.41,0.41
"groovy-1_6_BETA_1",5,"RF","ACC",0,0
"groovy-1_6_BETA_1",3,"RF","BAL_ACC",0.4,0.4
"groovy-1_6_BETA_1",4,"RF","AUC",0.36,0.36
"groovy-1_6_BETA_1",1,"RF","F1",0.43,0.43
"groovy-1_6_BETA_1",5,"RF","F1_W",0,0
"groovy-1_6_BETA_1",2,"KNN","MCC",0.46,0.46
"groovy-1_6_BETA_1",4,"KNN","LogLoss",0.18,0.18
"groovy-1_6_BETA_1",2,"KNN","Gmean",0.46,0.46
"groovy-1_6_BETA_1",1,"KNN","ACC",0.47,0.47
"groovy-1_6_BETA_1",2,"KNN","BAL_ACC",0.46,0.46
"groovy-1_6_BETA_1",2,"KNN","AUC",0.46,0.46
"groovy-1_6_BETA_1",3,"KNN","F1",0.45,0.45
"groovy-1_6_BETA_1",3,"KNN","F1_W",0.45,0.45
"hbase-0.94.0",2,"DT","MCC",0.45,0.45
"hbase-0.94.0",3,"DT","LogLoss",0.44,0.44
"hbase-0.94.0",1,"DT","Gmean",0.46,0.46
"hbase-0.94.0",2,"DT","ACC",0.45,0.45
"hbase-0.94.0",3,"DT","BAL_ACC",0.44,0.44
"hbase-0.94.0",3,"DT","AUC",0.44,0.44
"hbase-0.94.0",3,"DT","F1",0.44,0.44
"hbase-0.94.0",3,"DT","F1_W",0.44,0.44
"hbase-0.94.0",5,"RF","MCC",0.44,0.44
"hbase-0.94.0",4,"RF","LogLoss",0.45,0.45
"hbase-0.94.0",1,"RF","Gmean",0.51,0.51
"hbase-0.94.0",3,"RF","ACC",0.46,0.46
"hbase-0.94.0",2,"RF","BAL_ACC",0.5,0.5
"hbase-0.94.0",1,"RF","AUC",0.51,0.51
"hbase-0.94.0",5,"RF","F1",0.44,0.44
"hbase-0.94.0",4,"RF","F1_W",0.45,0.45
"hbase-0.94.0",1,"KNN","MCC",0.36,0.36
"hbase-0.94.0",3,"KNN","LogLoss",0.32,0.32
"hbase-0.94.0",4,"KNN","Gmean",0.31,0.31
"hbase-0.94.0",2,"KNN","ACC",0.34,0.34
"hbase-0.94.0",4,"KNN","BAL_ACC",0.31,0.31
"hbase-0.94.0",3,"KNN","AUC",0.32,0.32
"hbase-0.94.0",1,"KNN","F1",0.36,0.36
"hbase-0.94.0",1,"KNN","F1_W",0.36,0.36
"hbase-0.95.0",2,"DT","MCC",0.49,0.49
"hbase-0.95.0",3,"DT","LogLoss",0.43,0.43
"hbase-0.95.0",2,"DT","Gmean",0.49,0.49
"hbase-0.95.0",1,"DT","ACC",0.5,0.5
"hbase-0.95.0",1,"DT","BAL_ACC",0.5,0.5
"hbase-0.95.0",1,"DT","AUC",0.5,0.5
"hbase-0.95.0",1,"DT","F1",0.5,0.5
"hbase-0.95.0",1,"DT","F1_W",0.5,0.5
"hbase-0.95.0",4,"RF","MCC",0.49,0.49
"hbase-0.95.0",4,"RF","LogLoss",0.49,0.49
"hbase-0.95.0",2,"RF","Gmean",0.51,0.51
"hbase-0.95.0",5,"RF","ACC",0.42,0.42
"hbase-0.95.0",1,"RF","BAL_ACC",0.52,0.52
"hbase-0.95.0",1,"RF","AUC",0.52,0.52
"hbase-0.95.0",1,"RF","F1",0.52,0.52
"hbase-0.95.0",3,"RF","F1_W",0.5,0.5
"hbase-0.95.0",3,"KNN","MCC",0.38,0.38
"hbase-0.95.0",5,"KNN","LogLoss",0.28,0.28
"hbase-0.95.0",1,"KNN","Gmean",0.42,0.42
"hbase-0.95.0",3,"KNN","ACC",0.38,0.38
"hbase-0.95.0",2,"KNN","BAL_ACC",0.39,0.39
"hbase-0.95.0",4,"KNN","AUC",0.34,0.34
"hbase-0.95.0",2,"KNN","F1",0.39,0.39
"hbase-0.95.0",3,"KNN","F1_W",0.38,0.38
"hive-0.10.0",2,"DT","MCC",0.26,0.26
"hive-0.10.0",3,"DT","LogLoss",0.25,0.25
"hive-0.10.0",4,"DT","Gmean",0.24,0.24
"hive-0.10.0",1,"DT","ACC",0.27,0.27
"hive-0.10.0",4,"DT","BAL_ACC",0.24,0.24
"hive-0.10.0",4,"DT","AUC",0.24,0.24
"hive-0.10.0",1,"DT","F1",0.27,0.27
"hive-0.10.0",1,"DT","F1_W",0.27,0.27
"hive-0.10.0",3,"RF","MCC",0.26,0.26
"hive-0.10.0",1,"RF","LogLoss",0.29,0.29
"hive-0.10.0",5,"RF","Gmean",0.24,0.24
"hive-0.10.0",1,"RF","ACC",0.29,0.29
"hive-0.10.0",4,"RF","BAL_ACC",0.25,0.25
"hive-0.10.0",5,"RF","AUC",0.24,0.24
"hive-0.10.0",1,"RF","F1",0.29,0.29
"hive-0.10.0",2,"RF","F1_W",0.27,0.27
"hive-0.10.0",2,"KNN","MCC",0.21,0.21
"hive-0.10.0",6,"KNN","LogLoss",0.1,0.1
"hive-0.10.0",1,"KNN","Gmean",0.3,0.3
"hive-0.10.0",5,"KNN","ACC",0.13,0.13
"hive-0.10.0",3,"KNN","BAL_ACC",0.19,0.19
"hive-0.10.0",4,"KNN","AUC",0.14,0.14
"hive-0.10.0",3,"KNN","F1",0.19,0.19
"hive-0.10.0",2,"KNN","F1_W",0.21,0.21
"hive-0.9.0",2,"DT","MCC",0.43,0.43
"hive-0.9.0",4,"DT","LogLoss",0.38,0.38
"hive-0.9.0",4,"DT","Gmean",0.38,0.38
"hive-0.9.0",2,"DT","ACC",0.43,0.43
"hive-0.9.0",4,"DT","BAL_ACC",0.38,0.38
"hive-0.9.0",1,"DT","AUC",0.44,0.44
"hive-0.9.0",3,"DT","F1",0.42,0.42
"hive-0.9.0",2,"DT","F1_W",0.43,0.43
"hive-0.9.0",1,"RF","MCC",0.46,0.46
"hive-0.9.0",3,"RF","LogLoss",0.42,0.42
"hive-0.9.0",2,"RF","Gmean",0.43,0.43
"hive-0.9.0",3,"RF","ACC",0.42,0.42
"hive-0.9.0",4,"RF","BAL_ACC",0.4,0.4
"hive-0.9.0",2,"RF","AUC",0.43,0.43
"hive-0.9.0",3,"RF","F1",0.42,0.42
"hive-0.9.0",4,"RF","F1_W",0.4,0.4
"hive-0.9.0",1,"KNN","MCC",0.39,0.39
"hive-0.9.0",2,"KNN","LogLoss",0.37,0.37
"hive-0.9.0",2,"KNN","Gmean",0.37,0.37
"hive-0.9.0",1,"KNN","ACC",0.39,0.39
"hive-0.9.0",1,"KNN","BAL_ACC",0.39,0.39
"hive-0.9.0",1,"KNN","AUC",0.39,0.39
"hive-0.9.0",1,"KNN","F1",0.39,0.39
"hive-0.9.0",1,"KNN","F1_W",0.39,0.39
"jruby-1.1",2,"DT","MCC",0.53,0.53
"jruby-1.1",4,"DT","LogLoss",0.37,0.37
"jruby-1.1",2,"DT","Gmean",0.53,0.53
"jruby-1.1",5,"DT","ACC",0.2,0.2
"jruby-1.1",2,"DT","BAL_ACC",0.53,0.53
"jruby-1.1",3,"DT","AUC",0.52,0.52
"jruby-1.1",2,"DT","F1",0.53,0.53
"jruby-1.1",1,"DT","F1_W",0.54,0.54
"jruby-1.1",4,"RF","MCC",0.48,0.48
"jruby-1.1",6,"RF","LogLoss",0.45,0.45
"jruby-1.1",1,"RF","Gmean",0.56,0.56
"jruby-1.1",6,"RF","ACC",0.45,0.45
"jruby-1.1",2,"RF","BAL_ACC",0.55,0.55
"jruby-1.1",3,"RF","AUC",0.54,0.54
"jruby-1.1",4,"RF","F1",0.48,0.48
"jruby-1.1",5,"RF","F1_W",0.46,0.46
"jruby-1.1",1,"KNN","MCC",0.45,0.45
"jruby-1.1",3,"KNN","LogLoss",0.42,0.42
"jruby-1.1",1,"KNN","Gmean",0.45,0.45
"jruby-1.1",2,"KNN","ACC",0.44,0.44
"jruby-1.1",1,"KNN","BAL_ACC",0.45,0.45
"jruby-1.1",3,"KNN","AUC",0.42,0.42
"jruby-1.1",1,"KNN","F1",0.45,0.45
"jruby-1.1",1,"KNN","F1_W",0.45,0.45
"jruby-1.4.0",5,"DT","MCC",0.3,0.3
"jruby-1.4.0",6,"DT","LogLoss",0.23,0.23
"jruby-1.4.0",4,"DT","Gmean",0.31,0.31
"jruby-1.4.0",1,"DT","ACC",0.42,0.42
"jruby-1.4.0",5,"DT","BAL_ACC",0.3,0.3
"jruby-1.4.0",3,"DT","AUC",0.32,0.32
"jruby-1.4.0",2,"DT","F1",0.38,0.38
"jruby-1.4.0",1,"DT","F1_W",0.42,0.42
"jruby-1.4.0",4,"RF","MCC",0.35,0.35
"jruby-1.4.0",1,"RF","LogLoss",0.4,0.4
"jruby-1.4.0",5,"RF","Gmean",0.29,0.29
"jruby-1.4.0",1,"RF","ACC",0.4,0.4
"jruby-1.4.0",6,"RF","BAL_ACC",0.28,0.28
"jruby-1.4.0",1,"RF","AUC",0.4,0.4
"jruby-1.4.0",3,"RF","F1",0.36,0.36
"jruby-1.4.0",2,"RF","F1_W",0.37,0.37
"jruby-1.4.0",2,"KNN","MCC",0.44,0.44
"jruby-1.4.0",3,"KNN","LogLoss",0.42,0.42
"jruby-1.4.0",6,"KNN","Gmean",0.37,0.37
"jruby-1.4.0",1,"KNN","ACC",0.46,0.46
"jruby-1.4.0",5,"KNN","BAL_ACC",0.38,0.38
"jruby-1.4.0",3,"KNN","AUC",0.42,0.42
"jruby-1.4.0",4,"KNN","F1",0.39,0.39
"jruby-1.4.0",2,"KNN","F1_W",0.44,0.44
"jruby-1.5.0",5,"DT","MCC",0.24,0.24
"jruby-1.5.0",5,"DT","LogLoss",0.24,0.24
"jruby-1.5.0",5,"DT","Gmean",0.24,0.24
"jruby-1.5.0",1,"DT","ACC",0.33,0.33
"jruby-1.5.0",3,"DT","BAL_ACC",0.27,0.27
"jruby-1.5.0",2,"DT","AUC",0.29,0.29
"jruby-1.5.0",5,"DT","F1",0.24,0.24
"jruby-1.5.0",4,"DT","F1_W",0.26,0.26
"jruby-1.5.0",2,"RF","MCC",0.31,0.31
"jruby-1.5.0",2,"RF","LogLoss",0.31,0.31
"jruby-1.5.0",4,"RF","Gmean",0.29,0.29
"jruby-1.5.0",5,"RF","ACC",0.1,0.1
"jruby-1.5.0",3,"RF","BAL_ACC",0.3,0.3
"jruby-1.5.0",2,"RF","AUC",0.31,0.31
"jruby-1.5.0",1,"RF","F1",0.32,0.32
"jruby-1.5.0",5,"RF","F1_W",0.1,0.1
"jruby-1.5.0",3,"KNN","MCC",0.26,0.26
"jruby-1.5.0",2,"KNN","LogLoss",0.28,0.28
"jruby-1.5.0",4,"KNN","Gmean",0.22,0.22
"jruby-1.5.0",6,"KNN","ACC",0.17,0.17
"jruby-1.5.0",5,"KNN","BAL_ACC",0.21,0.21
"jruby-1.5.0",1,"KNN","AUC",0.33,0.33
"jruby-1.5.0",3,"KNN","F1",0.26,0.26
"jruby-1.5.0",7,"KNN","F1_W",0.12,0.12
"lucene-2.3.0",1,"DT","MCC",0.44,0.44
"lucene-2.3.0",2,"DT","LogLoss",0.4,0.4
"lucene-2.3.0",1,"DT","Gmean",0.44,0.44
"lucene-2.3.0",1,"DT","ACC",0.44,0.44
"lucene-2.3.0",2,"DT","BAL_ACC",0.4,0.4
"lucene-2.3.0",1,"DT","AUC",0.44,0.44
"lucene-2.3.0",2,"DT","F1",0.4,0.4
"lucene-2.3.0",1,"DT","F1_W",0.44,0.44
"lucene-2.3.0",3,"RF","MCC",0.45,0.45
"lucene-2.3.0",1,"RF","LogLoss",0.49,0.49
"lucene-2.3.0",3,"RF","Gmean",0.45,0.45
"lucene-2.3.0",4,"RF","ACC",0.44,0.44
"lucene-2.3.0",5,"RF","BAL_ACC",0.4,0.4
"lucene-2.3.0",4,"RF","AUC",0.44,0.44
"lucene-2.3.0",3,"RF","F1",0.45,0.45
"lucene-2.3.0",2,"RF","F1_W",0.46,0.46
"lucene-2.3.0",2,"KNN","MCC",0.43,0.43
"lucene-2.3.0",1,"KNN","LogLoss",0.45,0.45
"lucene-2.3.0",1,"KNN","Gmean",0.45,0.45
"lucene-2.3.0",2,"KNN","ACC",0.43,0.43
"lucene-2.3.0",3,"KNN","BAL_ACC",0.42,0.42
"lucene-2.3.0",3,"KNN","AUC",0.42,0.42
"lucene-2.3.0",3,"KNN","F1",0.42,0.42
"lucene-2.3.0",2,"KNN","F1_W",0.43,0.43
"lucene-2.9.0",3,"DT","MCC",0.35,0.35
"lucene-2.9.0",2,"DT","LogLoss",0.37,0.37
"lucene-2.9.0",2,"DT","Gmean",0.37,0.37
"lucene-2.9.0",5,"DT","ACC",0,0
"lucene-2.9.0",1,"DT","BAL_ACC",0.38,0.38
"lucene-2.9.0",3,"DT","AUC",0.35,0.35
"lucene-2.9.0",4,"DT","F1",0.34,0.34
"lucene-2.9.0",1,"DT","F1_W",0.38,0.38
"lucene-2.9.0",1,"RF","MCC",0.42,0.42
"lucene-2.9.0",1,"RF","LogLoss",0.42,0.42
"lucene-2.9.0",3,"RF","Gmean",0.36,0.36
"lucene-2.9.0",5,"RF","ACC",0,0
"lucene-2.9.0",4,"RF","BAL_ACC",0.35,0.35
"lucene-2.9.0",1,"RF","AUC",0.42,0.42
"lucene-2.9.0",2,"RF","F1",0.38,0.38
"lucene-2.9.0",1,"RF","F1_W",0.42,0.42
"lucene-2.9.0",5,"KNN","MCC",0.32,0.32
"lucene-2.9.0",4,"KNN","LogLoss",0.45,0.45
"lucene-2.9.0",1,"KNN","Gmean",0.6,0.6
"lucene-2.9.0",6,"KNN","ACC",0.26,0.26
"lucene-2.9.0",1,"KNN","BAL_ACC",0.6,0.6
"lucene-2.9.0",3,"KNN","AUC",0.53,0.53
"lucene-2.9.0",1,"KNN","F1",0.6,0.6
"lucene-2.9.0",2,"KNN","F1_W",0.57,0.57
"lucene-3.0.0",1,"DT","MCC",0.18,0.18
"lucene-3.0.0",1,"DT","LogLoss",0.18,0.18
"lucene-3.0.0",1,"DT","Gmean",0.18,0.18
"lucene-3.0.0",1,"DT","ACC",0.18,0.18
"lucene-3.0.0",3,"DT","BAL_ACC",0.16,0.16
"lucene-3.0.0",2,"DT","AUC",0.17,0.17
"lucene-3.0.0",2,"DT","F1",0.17,0.17
"lucene-3.0.0",4,"DT","F1_W",0.12,0.12
"lucene-3.0.0",4,"RF","MCC",0.18,0.18
"lucene-3.0.0",1,"RF","LogLoss",0.21,0.21
"lucene-3.0.0",4,"RF","Gmean",0.18,0.18
"lucene-3.0.0",5,"RF","ACC",0,0
"lucene-3.0.0",2,"RF","BAL_ACC",0.2,0.2
"lucene-3.0.0",1,"RF","AUC",0.21,0.21
"lucene-3.0.0",3,"RF","F1",0.19,0.19
"lucene-3.0.0",5,"RF","F1_W",0,0
"lucene-3.0.0",2,"KNN","MCC",0.06,0.06
"lucene-3.0.0",3,"KNN","LogLoss",0.03,0.03
"lucene-3.0.0",1,"KNN","Gmean",0.11,0.11
"lucene-3.0.0",2,"KNN","ACC",0.06,0.06
"lucene-3.0.0",1,"KNN","BAL_ACC",0.11,0.11
"lucene-3.0.0",3,"KNN","AUC",0.03,0.03
"lucene-3.0.0",1,"KNN","F1",0.11,0.11
"lucene-3.0.0",2,"KNN","F1_W",0.06,0.06
"wicket-1.3.0-beta2",3,"DT","MCC",0.17,0.17
"wicket-1.3.0-beta2",4,"DT","LogLoss",0.16,0.16
"wicket-1.3.0-beta2",4,"DT","Gmean",0.16,0.16
"wicket-1.3.0-beta2",1,"DT","ACC",0.21,0.21
"wicket-1.3.0-beta2",4,"DT","BAL_ACC",0.16,0.16
"wicket-1.3.0-beta2",2,"DT","AUC",0.19,0.19
"wicket-1.3.0-beta2",4,"DT","F1",0.16,0.16
"wicket-1.3.0-beta2",4,"DT","F1_W",0.16,0.16
"wicket-1.3.0-beta2",1,"RF","MCC",0.27,0.27
"wicket-1.3.0-beta2",2,"RF","LogLoss",0.26,0.26
"wicket-1.3.0-beta2",4,"RF","Gmean",0.16,0.16
"wicket-1.3.0-beta2",5,"RF","ACC",0,0
"wicket-1.3.0-beta2",4,"RF","BAL_ACC",0.16,0.16
"wicket-1.3.0-beta2",3,"RF","AUC",0.18,0.18
"wicket-1.3.0-beta2",1,"RF","F1",0.27,0.27
"wicket-1.3.0-beta2",5,"RF","F1_W",0,0
"wicket-1.3.0-beta2",3,"KNN","MCC",0.02,0.02
"wicket-1.3.0-beta2",3,"KNN","LogLoss",0.02,0.02
"wicket-1.3.0-beta2",1,"KNN","Gmean",0.1,0.1
"wicket-1.3.0-beta2",4,"KNN","ACC",0,0
"wicket-1.3.0-beta2",1,"KNN","BAL_ACC",0.1,0.1
"wicket-1.3.0-beta2",3,"KNN","AUC",0.02,0.02
"wicket-1.3.0-beta2",2,"KNN","F1",0.08,0.08
"wicket-1.3.0-beta2",3,"KNN","F1_W",0.02,0.02
"wicket-1.3.0-incubating-beta-1",3,"DT","MCC",0.33,0.33
"wicket-1.3.0-incubating-beta-1",3,"DT","LogLoss",0.33,0.33
