"file","group","model","scorer","mean","median"
"groovy-1_6_BETA_1",4,"FFT","F1_W",0.24,0.24
"hbase-0.94.0",1,"FFT","MCC",0.44,0.44
"hbase-0.94.0",1,"FFT","Gmean",0.44,0.44
"hbase-0.94.0",3,"FFT","ACC",0.25,0.25
"hbase-0.94.0",1,"FFT","BAL_ACC",0.44,0.44
"hbase-0.94.0",1,"FFT","F1",0.44,0.44
"hbase-0.94.0",2,"FFT","F1_W",0.35,0.35
"hbase-0.95.0",1,"FFT","MCC",0.5,0.5
"hbase-0.95.0",1,"FFT","Gmean",0.5,0.5
"hbase-0.95.0",2,"FFT","ACC",0.35,0.35
"hbase-0.95.0",1,"FFT","BAL_ACC",0.5,0.5
"hbase-0.95.0",1,"FFT","F1",0.5,0.5
"hbase-0.95.0",1,"FFT","F1_W",0.5,0.5
"hive-0.10.0",1,"FFT","MCC",0.32,0.32
"hive-0.10.0",4,"FFT","Gmean",0.26,0.26
"hive-0.10.0",2,"FFT","ACC",0.31,0.31
"hive-0.10.0",3,"FFT","BAL_ACC",0.27,0.27
"hive-0.10.0",1,"FFT","F1",0.32,0.32
"hive-0.10.0",2,"FFT","F1_W",0.31,0.31
"hive-0.9.0",1,"FFT","MCC",0.42,0.42
"hive-0.9.0",2,"FFT","Gmean",0.4,0.4
"hive-0.9.0",3,"FFT","ACC",0.37,0.37
"hive-0.9.0",2,"FFT","BAL_ACC",0.4,0.4
"hive-0.9.0",1,"FFT","F1",0.42,0.42
"hive-0.9.0",1,"FFT","F1_W",0.42,0.42
"jruby-1.1",1,"FFT","MCC",0.46,0.46
"jruby-1.1",2,"FFT","Gmean",0.44,0.44
"jruby-1.1",1,"FFT","ACC",0.46,0.46
"jruby-1.1",2,"FFT","BAL_ACC",0.44,0.44
"jruby-1.1",1,"FFT","F1",0.46,0.46
"jruby-1.1",1,"FFT","F1_W",0.46,0.46
"jruby-1.4.0",3,"FFT","MCC",0.36,0.36
"jruby-1.4.0",6,"FFT","Gmean",0.28,0.28
"jruby-1.4.0",2,"FFT","ACC",0.41,0.41
"jruby-1.4.0",5,"FFT","BAL_ACC",0.29,0.29
"jruby-1.4.0",4,"FFT","F1",0.34,0.34
"jruby-1.4.0",1,"FFT","F1_W",0.46,0.46
"jruby-1.5.0",2,"FFT","MCC",0.18,0.18
"jruby-1.5.0",1,"FFT","Gmean",0.29,0.29
"jruby-1.5.0",2,"FFT","ACC",0.18,0.18
"jruby-1.5.0",1,"FFT","BAL_ACC",0.29,0.29
"jruby-1.5.0",2,"FFT","F1",0.18,0.18
"jruby-1.5.0",2,"FFT","F1_W",0.18,0.18
"lucene-2.3.0",1,"FFT","MCC",0.44,0.44
"lucene-2.3.0",1,"FFT","Gmean",0.44,0.44
"lucene-2.3.0",1,"FFT","ACC",0.44,0.44
"lucene-2.3.0",1,"FFT","BAL_ACC",0.44,0.44
"lucene-2.3.0",1,"FFT","F1",0.44,0.44
"lucene-2.3.0",1,"FFT","F1_W",0.44,0.44
"lucene-2.9.0",3,"FFT","MCC",0.36,0.36
"lucene-2.9.0",3,"FFT","Gmean",0.36,0.36
"lucene-2.9.0",2,"FFT","ACC",0.4,0.4
"lucene-2.9.0",3,"FFT","BAL_ACC",0.36,0.36
"lucene-2.9.0",3,"FFT","F1",0.36,0.36
"lucene-2.9.0",1,"FFT","F1_W",0.47,0.47
"lucene-3.0.0",2,"FFT","MCC",0.2,0.2
"lucene-3.0.0",3,"FFT","Gmean",0.19,0.19
"lucene-3.0.0",6,"FFT","ACC",0.09,0.09
"lucene-3.0.0",5,"FFT","BAL_ACC",0.17,0.17
"lucene-3.0.0",4,"FFT","F1",0.18,0.18
"lucene-3.0.0",1,"FFT","F1_W",0.21,0.21
"wicket-1.3.0-beta2",1,"FFT","MCC",0.2,0.2
"wicket-1.3.0-beta2",2,"FFT","Gmean",0.18,0.18
"wicket-1.3.0-beta2",3,"FFT","ACC",0.13,0.13
"wicket-1.3.0-beta2",2,"FFT","BAL_ACC",0.18,0.18
"wicket-1.3.0-beta2",1,"FFT","F1",0.2,0.2
"wicket-1.3.0-beta2",4,"FFT","F1_W",0,0
"wicket-1.3.0-incubating-beta-1",1,"FFT","MCC",0.38,0.38
"wicket-1.3.0-incubating-beta-1",3,"FFT","Gmean",0.33,0.33
"wicket-1.3.0-incubating-beta-1",2,"FFT","ACC",0.34,0.34
"wicket-1.3.0-incubating-beta-1",3,"FFT","BAL_ACC",0.33,0.33
"wicket-1.3.0-incubating-beta-1",1,"FFT","F1",0.38,0.38
"wicket-1.3.0-incubating-beta-1",2,"FFT","F1_W",0.34,0.34
