"file","group","model","scorer","mean","median"
"hive-0.10.0",2,"FFT","ACC",0.72,0.72
"hive-0.10.0",2,"FFT","BAL_ACC",0.72,0.72
"hive-0.10.0",1,"FFT","F1",0.77,0.77
"hive-0.10.0",2,"FFT","F1_W",0.72,0.72
"hive-0.9.0",3,"FFT","MCC",0.67,0.67
"hive-0.9.0",1,"FFT","Gmean",0.75,0.75
"hive-0.9.0",4,"FFT","ACC",0.56,0.56
"hive-0.9.0",1,"FFT","BAL_ACC",0.75,0.75
"hive-0.9.0",2,"FFT","F1",0.7,0.7
"hive-0.9.0",3,"FFT","F1_W",0.67,0.67
"jruby-1.1",2,"FFT","MCC",0.58,0.58
"jruby-1.1",1,"FFT","Gmean",0.59,0.59
"jruby-1.1",3,"FFT","ACC",0.57,0.57
"jruby-1.1",1,"FFT","BAL_ACC",0.59,0.59
"jruby-1.1",2,"FFT","F1",0.58,0.58
"jruby-1.1",2,"FFT","F1_W",0.58,0.58
"jruby-1.4.0",1,"FFT","MCC",0.77,0.77
"jruby-1.4.0",1,"FFT","Gmean",0.77,0.77
"jruby-1.4.0",3,"FFT","ACC",0.74,0.74
"jruby-1.4.0",1,"FFT","BAL_ACC",0.77,0.77
"jruby-1.4.0",1,"FFT","F1",0.77,0.77
"jruby-1.4.0",2,"FFT","F1_W",0.75,0.75
"jruby-1.5.0",2,"FFT","MCC",0.69,0.69
"jruby-1.5.0",1,"FFT","Gmean",0.77,0.77
"jruby-1.5.0",2,"FFT","ACC",0.69,0.69
"jruby-1.5.0",1,"FFT","BAL_ACC",0.77,0.77
"jruby-1.5.0",2,"FFT","F1",0.69,0.69
"jruby-1.5.0",2,"FFT","F1_W",0.69,0.69
"lucene-2.3.0",1,"FFT","MCC",0.67,0.67
"lucene-2.3.0",1,"FFT","Gmean",0.67,0.67
"lucene-2.3.0",1,"FFT","ACC",0.67,0.67
"lucene-2.3.0",1,"FFT","BAL_ACC",0.67,0.67
"lucene-2.3.0",1,"FFT","F1",0.67,0.67
"lucene-2.3.0",1,"FFT","F1_W",0.67,0.67
"lucene-2.9.0",2,"FFT","MCC",0.71,0.71
"lucene-2.9.0",2,"FFT","Gmean",0.71,0.71
"lucene-2.9.0",3,"FFT","ACC",0.68,0.68
"lucene-2.9.0",2,"FFT","BAL_ACC",0.71,0.71
"lucene-2.9.0",2,"FFT","F1",0.71,0.71
"lucene-2.9.0",1,"FFT","F1_W",0.74,0.74
"lucene-3.0.0",3,"FFT","MCC",0.45,0.45
"lucene-3.0.0",2,"FFT","Gmean",0.55,0.55
"lucene-3.0.0",5,"FFT","ACC",0.22,0.22
"lucene-3.0.0",1,"FFT","BAL_ACC",0.58,0.58
"lucene-3.0.0",4,"FFT","F1",0.42,0.42
"lucene-3.0.0",3,"FFT","F1_W",0.45,0.45
"wicket-1.3.0-beta2",3,"FFT","MCC",0.39,0.39
"wicket-1.3.0-beta2",1,"FFT","Gmean",0.76,0.76
"wicket-1.3.0-beta2",4,"FFT","ACC",0.28,0.28
"wicket-1.3.0-beta2",2,"FFT","BAL_ACC",0.75,0.75
"wicket-1.3.0-beta2",3,"FFT","F1",0.39,0.39
"wicket-1.3.0-beta2",5,"FFT","F1_W",0,0
"wicket-1.3.0-incubating-beta-1",2,"FFT","MCC",0.57,0.57
"wicket-1.3.0-incubating-beta-1",1,"FFT","Gmean",0.73,0.73
"wicket-1.3.0-incubating-beta-1",3,"FFT","ACC",0.5,0.5
"wicket-1.3.0-incubating-beta-1",1,"FFT","BAL_ACC",0.73,0.73
"wicket-1.3.0-incubating-beta-1",2,"FFT","F1",0.57,0.57
"wicket-1.3.0-incubating-beta-1",3,"FFT","F1_W",0.5,0.5
